Time [s], Analyzer Name, Decoded Protocol Result,,,,Register,Sub-Register,Read,Write,Comment
1.632014004,I2C,0xFF + ACK,,,,,,,,
1.63204176,I2C,0x00 + ACK,,,,,,,,
1.632069508,I2C,0xFF + ACK,,,,,,,,
1.63209726,I2C,0x98 + ACK,,,,,,,,
1.632125016,I2C,0x40 + ACK,,,,,,,,
1.632152768,I2C,0x08 + ACK,,,,,,,,
1.63218052,I2C,0x00 + ACK,,,,,,,,
1.632208268,I2C,0x48 + ACK,,,,,,,,
1.63223602,I2C,0xFF + ACK,,,,,,,,
1.632263776,I2C,0x26 + ACK,,,,,,,,
1.632291528,I2C,0x00 + ACK,,,,,,,,
1.632319276,I2C,0xC9 + ACK,,,,,,,,
1.632347032,I2C,0x04 + ACK,,,,,,,,
1.632374844,I2C,0xD0 + NAK,,,,,,,,
1.6325029,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.632530668,I2C,0x7F + ACK,,,,,,,,
1.63255786,I2C,0x20 + ACK,,,,,,,,
1.632615976,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.63264374,I2C,0x14 + ACK,,,,,,,,
1.632677676,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.632704368,I2C,0x38 + NAK,,,,,,,,
1.632779924,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.632807628,I2C,0x7F + ACK,,,,,,,,
1.632834816,I2C,0x20 + ACK,,,,,,,,
1.632892936,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.6329207,I2C,0x01 + ACK,,,,,,,,
1.632954636,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.632981332,I2C,0x38 + NAK,,,,,,,,
1.633046884,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.633074648,I2C,0x15 + ACK,,,,,,,,
1.633108584,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.63313528,I2C,0x00 + NAK,,,,,,,,
1.633199648,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.633244156,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.672280364,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.672308124,I2C,0x7F + ACK,,,,,,,,
1.672335312,I2C,0x00 + ACK,,,,,,,,
1.672393492,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.672421256,I2C,0x1A + ACK,,,,,,,,
1.672455004,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.672481696,I2C,0x01 + NAK,,,,,,,,
1.672557316,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.67258508,I2C,0x7F + ACK,,,,,,,,
1.672612272,I2C,0x00 + ACK,,,,,,,,
1.672670388,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.672698092,I2C,0x2D + ACK,,,,,,,,
1.672732028,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.672758656,I2C,0x00 + ACK,,,,,,,,
1.672786412,I2C,0x40 + ACK,,,,,,,,
1.67281416,I2C,0xFF + ACK,,,,,,,,
1.672841916,I2C,0x40 + ACK,,,,,,,,
1.672869668,I2C,0x41 + ACK,,,,,,,,
1.67289742,I2C,0x40 + ACK,,,,,,,,
1.672925168,I2C,0xFF + ACK,,,,,,,,
1.672952924,I2C,0xFE + ACK,,,,,,,,
1.672980672,I2C,0xFE + ACK,,,,,,,,
1.673008428,I2C,0xEC + ACK,,,,,,,,
1.67303618,I2C,0x00 + ACK,,,,,,,,
1.673063936,I2C,0x03 + ACK,,,,,,,,
1.673091688,I2C,0x04 + ACK,,,,,,,,
1.6731195,I2C,0x80 + NAK,,,,,,,,
1.673247616,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.673275384,I2C,0x7F + ACK,,,,,,,,
1.673304764,I2C,0x20 + ACK,,,,,,,,
1.673362816,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.67339058,I2C,0x14 + ACK,,,,,,,,
1.67342452,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.673451208,I2C,0x38 + NAK,,,,,,,,
1.673526768,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.673554472,I2C,0x7F + ACK,,,,,,,,
1.67358166,I2C,0x20 + ACK,,,,,,,,
1.673639776,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.67366754,I2C,0x01 + ACK,,,,,,,,
1.67370148,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.673728172,I2C,0x38 + NAK,,,,,,,,
1.673793728,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.673821492,I2C,0x15 + ACK,,,,,,,,
1.673855428,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.67388212,I2C,0x00 + NAK,,,,,,,,
1.673946492,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.673990996,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.713023572,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.71305134,I2C,0x7F + ACK,,,,,,,,
1.713078528,I2C,0x00 + ACK,,,,,,,,
1.713136708,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.713164472,I2C,0x1A + ACK,,,,,,,,
1.713198408,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.7132251,I2C,0x01 + NAK,,,,,,,,
1.713299468,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.713327236,I2C,0x7F + ACK,,,,,,,,
1.713354428,I2C,0x00 + ACK,,,,,,,,
1.713412604,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.713440368,I2C,0x2D + ACK,,,,,,,,
1.713474308,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.713500936,I2C,0xFF + ACK,,,,,,,,
1.713528692,I2C,0x48 + ACK,,,,,,,,
1.71355644,I2C,0x00 + ACK,,,,,,,,
1.713584192,I2C,0x68 + ACK,,,,,,,,
1.713611948,I2C,0x40 + ACK,,,,,,,,
1.713639696,I2C,0x90 + ACK,,,,,,,,
1.713667448,I2C,0xFF + ACK,,,,,,,,
1.713695204,I2C,0x14 + ACK,,,,,,,,
1.713722956,I2C,0x00 + ACK,,,,,,,,
1.713750708,I2C,0x3A + ACK,,,,,,,,
1.71377846,I2C,0xFF + ACK,,,,,,,,
1.713806216,I2C,0x70 + ACK,,,,,,,,
1.713833964,I2C,0x04 + ACK,,,,,,,,
1.713861776,I2C,0xB0 + NAK,,,,,,,,
1.7139899,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.714017664,I2C,0x7F + ACK,,,,,,,,
1.714044852,I2C,0x20 + ACK,,,,,,,,
1.714102972,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.714130736,I2C,0x14 + ACK,,,,,,,,
1.714164484,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.71419118,I2C,0x38 + NAK,,,,,,,,
1.714271796,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.71429956,I2C,0x7F + ACK,,,,,,,,
1.714326752,I2C,0x20 + ACK,,,,,,,,
1.714384868,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.714412632,I2C,0x01 + ACK,,,,,,,,
1.714446572,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.71447326,I2C,0x38 + NAK,,,,,,,,
1.71453882,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.714566584,I2C,0x15 + ACK,,,,,,,,
1.71460052,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.714627212,I2C,0x00 + NAK,,,,,,,,
1.71469158,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.714736088,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.753767352,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.753795116,I2C,0x7F + ACK,,,,,,,,
1.753822308,I2C,0x00 + ACK,,,,,,,,
1.753880488,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.753908252,I2C,0x1A + ACK,,,,,,,,
1.753942188,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.75396888,I2C,0x01 + NAK,,,,,,,,
1.7540445,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.754072264,I2C,0x7F + ACK,,,,,,,,
1.754099456,I2C,0x00 + ACK,,,,,,,,
1.754157572,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.754185272,I2C,0x2D + ACK,,,,,,,,
1.754219024,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.754245652,I2C,0xFF + ACK,,,,,,,,
1.754273408,I2C,0x78 + ACK,,,,,,,,
1.754301156,I2C,0xFF + ACK,,,,,,,,
1.754328912,I2C,0x98 + ACK,,,,,,,,
1.754356664,I2C,0x40 + ACK,,,,,,,,
1.754384412,I2C,0xE8 + ACK,,,,,,,,
1.754412164,I2C,0xFF + ACK,,,,,,,,
1.75443992,I2C,0xC9 + ACK,,,,,,,,
1.754467672,I2C,0xFE + ACK,,,,,,,,
1.754495424,I2C,0xFB + ACK,,,,,,,,
1.754523176,I2C,0xFE + ACK,,,,,,,,
1.754550932,I2C,0x26 + ACK,,,,,,,,
1.754578684,I2C,0x05 + ACK,,,,,,,,
1.754606496,I2C,0x10 + NAK,,,,,,,,
1.754734616,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.75476238,I2C,0x7F + ACK,,,,,,,,
1.754789572,I2C,0x20 + ACK,,,,,,,,
1.754847688,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.754875456,I2C,0x14 + ACK,,,,,,,,
1.7549092,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.754935896,I2C,0x38 + NAK,,,,,,,,
1.755011448,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.755039152,I2C,0x7F + ACK,,,,,,,,
1.755066344,I2C,0x20 + ACK,,,,,,,,
1.75512446,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.755152224,I2C,0x01 + ACK,,,,,,,,
1.75518616,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.755212856,I2C,0x38 + NAK,,,,,,,,
1.755278408,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.755306172,I2C,0x15 + ACK,,,,,,,,
1.755339924,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.755366616,I2C,0x00 + NAK,,,,,,,,
1.755430984,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.755475492,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.794506756,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.79453452,I2C,0x7F + ACK,,,,,,,,
1.794561712,I2C,0x00 + ACK,,,,,,,,
1.794619892,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.794647656,I2C,0x1A + ACK,,,,,,,,
1.794681404,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.7947081,I2C,0x01 + NAK,,,,,,,,
1.794783712,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.79481148,I2C,0x7F + ACK,,,,,,,,
1.794838668,I2C,0x00 + ACK,,,,,,,,
1.794896788,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.794924488,I2C,0x2D + ACK,,,,,,,,
1.794958428,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.794985056,I2C,0xFF + ACK,,,,,,,,
1.795012808,I2C,0xA8 + ACK,,,,,,,,
1.79504056,I2C,0xFF + ACK,,,,,,,,
1.795068312,I2C,0xC0 + ACK,,,,,,,,
1.795096068,I2C,0x41 + ACK,,,,,,,,
1.79512382,I2C,0x30 + ACK,,,,,,,,
1.795151572,I2C,0xFE + ACK,,,,,,,,
1.795179324,I2C,0xE2 + ACK,,,,,,,,
1.795207076,I2C,0x00 + ACK,,,,,,,,
1.795234828,I2C,0x67 + ACK,,,,,,,,
1.79526258,I2C,0xFF + ACK,,,,,,,,
1.795290332,I2C,0x92 + ACK,,,,,,,,
1.795318084,I2C,0x04 + ACK,,,,,,,,
1.795345896,I2C,0xD0 + NAK,,,,,,,,
1.79547396,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.795501724,I2C,0x7F + ACK,,,,,,,,
1.795528912,I2C,0x20 + ACK,,,,,,,,
1.795587028,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.795614796,I2C,0x14 + ACK,,,,,,,,
1.795648732,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.795675424,I2C,0x38 + NAK,,,,,,,,
1.79575098,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.79577868,I2C,0x7F + ACK,,,,,,,,
1.795805872,I2C,0x20 + ACK,,,,,,,,
1.795863988,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.795891752,I2C,0x01 + ACK,,,,,,,,
1.795925688,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.795952384,I2C,0x38 + NAK,,,,,,,,
1.796017936,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.796045704,I2C,0x15 + ACK,,,,,,,,
1.79607964,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.796106336,I2C,0x00 + NAK,,,,,,,,
1.7961707,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.796215272,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.83524666,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.835274428,I2C,0x7F + ACK,,,,,,,,
1.835301616,I2C,0x00 + ACK,,,,,,,,
1.835359796,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.83538756,I2C,0x1A + ACK,,,,,,,,
1.835421496,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.835448192,I2C,0x01 + NAK,,,,,,,,
1.835523808,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.835551572,I2C,0x7F + ACK,,,,,,,,
1.83557876,I2C,0x00 + ACK,,,,,,,,
1.83563688,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.83566458,I2C,0x2D + ACK,,,,,,,,
1.835698516,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.835725148,I2C,0xFF + ACK,,,,,,,,
1.835752904,I2C,0x20 + ACK,,,,,,,,
1.835780652,I2C,0xFF + ACK,,,,,,,,
1.835808408,I2C,0xC8 + ACK,,,,,,,,
1.83583616,I2C,0x41 + ACK,,,,,,,,
1.835863908,I2C,0x90 + ACK,,,,,,,,
1.83589166,I2C,0xFF + ACK,,,,,,,,
1.835919412,I2C,0xB6 + ACK,,,,,,,,
1.835947168,I2C,0xFF + ACK,,,,,,,,
1.83597492,I2C,0x61 + ACK,,,,,,,,
1.836002668,I2C,0xFE + ACK,,,,,,,,
1.83603042,I2C,0xCF + ACK,,,,,,,,
1.836058176,I2C,0x04 + ACK,,,,,,,,
1.836085988,I2C,0xF0 + NAK,,,,,,,,
1.8362203,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.836248064,I2C,0x7F + ACK,,,,,,,,
1.836275256,I2C,0x20 + ACK,,,,,,,,
1.836333372,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.836361136,I2C,0x14 + ACK,,,,,,,,
1.836395076,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.836421764,I2C,0x38 + NAK,,,,,,,,
1.83649732,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.836525024,I2C,0x7F + ACK,,,,,,,,
1.836552212,I2C,0x20 + ACK,,,,,,,,
1.836610332,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.836638096,I2C,0x01 + ACK,,,,,,,,
1.836672032,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.836698728,I2C,0x38 + NAK,,,,,,,,
1.83676428,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.836792044,I2C,0x15 + ACK,,,,,,,,
1.836825984,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.836852676,I2C,0x00 + NAK,,,,,,,,
1.836917044,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.836961552,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.875992876,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.87602064,I2C,0x7F + ACK,,,,,,,,
1.876047832,I2C,0x00 + ACK,,,,,,,,
1.876106012,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.876133776,I2C,0x1A + ACK,,,,,,,,
1.876167524,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.876194216,I2C,0x01 + NAK,,,,,,,,
1.876269836,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.8762976,I2C,0x7F + ACK,,,,,,,,
1.876324792,I2C,0x00 + ACK,,,,,,,,
1.876382908,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.876410612,I2C,0x2D + ACK,,,,,,,,
1.876444548,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.876471176,I2C,0xFF + ACK,,,,,,,,
1.876498932,I2C,0x00 + ACK,,,,,,,,
1.87652668,I2C,0xFF + ACK,,,,,,,,
1.876554436,I2C,0x68 + ACK,,,,,,,,
1.876582188,I2C,0x40 + ACK,,,,,,,,
1.87660994,I2C,0xF0 + ACK,,,,,,,,
1.876637692,I2C,0xFF + ACK,,,,,,,,
1.876665444,I2C,0x0F + ACK,,,,,,,,
1.876693196,I2C,0xFF + ACK,,,,,,,,
1.876720948,I2C,0x12 + ACK,,,,,,,,
1.876748704,I2C,0x01 + ACK,,,,,,,,
1.876776456,I2C,0x2F + ACK,,,,,,,,
1.876804204,I2C,0x04 + ACK,,,,,,,,
1.876832016,I2C,0xB0 + NAK,,,,,,,,
1.87696014,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.876987908,I2C,0x7F + ACK,,,,,,,,
1.877015096,I2C,0x20 + ACK,,,,,,,,
1.877073212,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.877100916,I2C,0x14 + ACK,,,,,,,,
1.877134852,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.877161544,I2C,0x38 + NAK,,,,,,,,
1.8772371,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.877264804,I2C,0x7F + ACK,,,,,,,,
1.877291992,I2C,0x20 + ACK,,,,,,,,
1.877350108,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.877377876,I2C,0x01 + ACK,,,,,,,,
1.877411812,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.877438504,I2C,0x38 + NAK,,,,,,,,
1.87750406,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.877531824,I2C,0x15 + ACK,,,,,,,,
1.87756576,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.877592456,I2C,0x00 + NAK,,,,,,,,
1.877656824,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.877701328,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.916732656,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.91676042,I2C,0x7F + ACK,,,,,,,,
1.916787612,I2C,0x00 + ACK,,,,,,,,
1.916845788,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.916873556,I2C,0x1A + ACK,,,,,,,,
1.916907492,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.916934184,I2C,0x01 + NAK,,,,,,,,
1.917009804,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.917037568,I2C,0x7F + ACK,,,,,,,,
1.917064756,I2C,0x00 + ACK,,,,,,,,
1.917122936,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.917150704,I2C,0x2D + ACK,,,,,,,,
1.91718464,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.917211268,I2C,0xFF + ACK,,,,,,,,
1.917239024,I2C,0x70 + ACK,,,,,,,,
1.917266772,I2C,0xFF + ACK,,,,,,,,
1.917294528,I2C,0x60 + ACK,,,,,,,,
1.91732228,I2C,0x40 + ACK,,,,,,,,
1.917350032,I2C,0x60 + ACK,,,,,,,,
1.91737778,I2C,0xFE + ACK,,,,,,,,
1.917405536,I2C,0x62 + ACK,,,,,,,,
1.917433292,I2C,0x01 + ACK,,,,,,,,
1.917461044,I2C,0x25 + ACK,,,,,,,,
1.917488792,I2C,0xFF + ACK,,,,,,,,
1.917516544,I2C,0xDD + ACK,,,,,,,,
1.9175443,I2C,0x04 + ACK,,,,,,,,
1.917572108,I2C,0xB0 + NAK,,,,,,,,
1.917700232,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.917728,I2C,0x7F + ACK,,,,,,,,
1.917755188,I2C,0x20 + ACK,,,,,,,,
1.917813304,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.917841068,I2C,0x14 + ACK,,,,,,,,
1.917874816,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.917901512,I2C,0x38 + NAK,,,,,,,,
1.917977068,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.918004772,I2C,0x7F + ACK,,,,,,,,
1.91803196,I2C,0x20 + ACK,,,,,,,,
1.918091136,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.918118904,I2C,0x01 + ACK,,,,,,,,
1.91815284,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.918179532,I2C,0x38 + NAK,,,,,,,,
1.918245088,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.918272852,I2C,0x15 + ACK,,,,,,,,
1.918306792,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.918333484,I2C,0x00 + NAK,,,,,,,,
1.918397852,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.91844236,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.95747362,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.957501388,I2C,0x7F + ACK,,,,,,,,
1.957528576,I2C,0x00 + ACK,,,,,,,,
1.957586756,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.95761452,I2C,0x1A + ACK,,,,,,,,
1.957648272,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.957674964,I2C,0x01 + NAK,,,,,,,,
1.95775058,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.957778348,I2C,0x7F + ACK,,,,,,,,
1.957805536,I2C,0x00 + ACK,,,,,,,,
1.957863652,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.957891356,I2C,0x2D + ACK,,,,,,,,
1.957925292,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.95795192,I2C,0xFF + ACK,,,,,,,,
1.957979676,I2C,0xA8 + ACK,,,,,,,,
1.958007428,I2C,0xFF + ACK,,,,,,,,
1.95803518,I2C,0x90 + ACK,,,,,,,,
1.958062932,I2C,0x40 + ACK,,,,,,,,
1.958090684,I2C,0xC0 + ACK,,,,,,,,
1.958118436,I2C,0xFF + ACK,,,,,,,,
1.958146192,I2C,0x59 + ACK,,,,,,,,
1.95817394,I2C,0xFF + ACK,,,,,,,,
1.958201692,I2C,0xEC + ACK,,,,,,,,
1.958229448,I2C,0x00 + ACK,,,,,,,,
1.958257196,I2C,0xEE + ACK,,,,,,,,
1.958284952,I2C,0x04 + ACK,,,,,,,,
1.958312764,I2C,0xF0 + NAK,,,,,,,,
1.958440824,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.958468588,I2C,0x7F + ACK,,,,,,,,
1.95849578,I2C,0x20 + ACK,,,,,,,,
1.958553896,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.95858166,I2C,0x14 + ACK,,,,,,,,
1.958615596,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.958642288,I2C,0x38 + NAK,,,,,,,,
1.958717844,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.958745548,I2C,0x7F + ACK,,,,,,,,
1.95877274,I2C,0x20 + ACK,,,,,,,,
1.958830856,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.95885862,I2C,0x01 + ACK,,,,,,,,
1.958892556,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.958919248,I2C,0x38 + NAK,,,,,,,,
1.958984804,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.959012568,I2C,0x15 + ACK,,,,,,,,
1.959046316,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.959073012,I2C,0x00 + NAK,,,,,,,,
1.95913738,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.959181888,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
1.998213152,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.998240916,I2C,0x7F + ACK,,,,,,,,
1.998268104,I2C,0x00 + ACK,,,,,,,,
1.998326288,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.998354052,I2C,0x1A + ACK,,,,,,,,
1.998387988,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.99841468,I2C,0x01 + NAK,,,,,,,,
1.998490296,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.998518064,I2C,0x7F + ACK,,,,,,,,
1.998545252,I2C,0x00 + ACK,,,,,,,,
1.998603368,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.998631072,I2C,0x2D + ACK,,,,,,,,
1.998665008,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.998691636,I2C,0xFF + ACK,,,,,,,,
1.998719396,I2C,0x68 + ACK,,,,,,,,
1.998747144,I2C,0xFF + ACK,,,,,,,,
1.998774896,I2C,0xA0 + ACK,,,,,,,,
1.998802652,I2C,0x40 + ACK,,,,,,,,
1.9988304,I2C,0x98 + ACK,,,,,,,,
1.998858156,I2C,0x00 + ACK,,,,,,,,
1.998885912,I2C,0x0B + ACK,,,,,,,,
1.998913656,I2C,0xFE + ACK,,,,,,,,
1.998941408,I2C,0xB8 + ACK,,,,,,,,
1.998969164,I2C,0x00 + ACK,,,,,,,,
1.998996916,I2C,0x53 + ACK,,,,,,,,
1.999024668,I2C,0x04 + ACK,,,,,,,,
1.99905248,I2C,0xF0 + NAK,,,,,,,,
1.99918054,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.999208304,I2C,0x7F + ACK,,,,,,,,
1.999235492,I2C,0x20 + ACK,,,,,,,,
1.999293612,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.999321376,I2C,0x14 + ACK,,,,,,,,
1.999355316,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.999382008,I2C,0x38 + NAK,,,,,,,,
1.99945756,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.999485264,I2C,0x7F + ACK,,,,,,,,
1.999512452,I2C,0x20 + ACK,,,,,,,,
1.999570572,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.999598336,I2C,0x01 + ACK,,,,,,,,
1.999632272,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.999658968,I2C,0x38 + NAK,,,,,,,,
1.99972452,I2C,Setup Write to [0x69] + ACK,,,,,,,,
1.999752284,I2C,0x15 + ACK,,,,,,,,
1.999786224,I2C,Setup Read to [0x69] + ACK,,,,,,,,
1.999812916,I2C,0x00 + NAK,,,,,,,,
1.999877284,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
1.999921792,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
2.038951868,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.038979632,I2C,0x7F + ACK,,,,,,,,
2.03900682,I2C,0x00 + ACK,,,,,,,,
2.039065,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.039092768,I2C,0x1A + ACK,,,,,,,,
2.039126516,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.039153212,I2C,0x01 + NAK,,,,,,,,
2.039228824,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.039256592,I2C,0x7F + ACK,,,,,,,,
2.03928378,I2C,0x00 + ACK,,,,,,,,
2.0393419,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.0393696,I2C,0x2D + ACK,,,,,,,,
2.039403536,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.039430164,I2C,0xFF + ACK,,,,,,,,
2.03945792,I2C,0x40 + ACK,,,,,,,,
2.039485672,I2C,0xFF + ACK,,,,,,,,
